ncaa;8333;4;118;339070586716180480;DB;NO;Alontae Taylor;0
ncaa;8348;4;119;448248446575439872;DB;DET;Kerby Joseph;0
ncaa;8341;4;120;548017500283744256;DB;CIN;Cam Taylor-Britt;0
ncaa;8120;4;121;384380276014338048;RB;KC;Jerrion Ealy;0
ncaa;8372;4;122;448248446575439872;DL;ATL;DeAngelo Malone;0
ncaa;8235;4;123;571434520036110336;WR;GB;Samori Toure;0
ncaa;8358;4;124;463555918257188864;DL;DET;Josh Paschal;0
ncaa;8386;4;125;480434819864457216;DB;DEN;Damarri Mathis;0
ncaa;8311;4;126;471775830175903744;LB;BUF;Terrel Bernard;0
ncaa;8207;4;127;571434520036110336;RB;GB;Tyler Goodson;0
ncaa;8313;4;128;408347346041057280;DB;LAC;JT Woods;0
ncaa;8229;5;129;589946621807071232;WR;CLE;Isaiah Weston;0
ncaa;8173;5;130;468122874348040192;RB;MIA;ZaQuandre White;0
ncaa;8376;5;131;569184572795645952;DL;CLE;Alex Wright;0
ncaa;8291;5;132;470237313243279360;DL;ARI;Myjai Sanders;0
ncaa;8367;5;133;569184572795645952;LB;NO;D'Marco Jackson;0
ncaa;8527;5;134;823653466877603840;WR;SEA;Dareke Young;0
ncaa;8475;5;135;474309219739234304;WR;DEN;Montrell Washington;0
ncaa;8261;5;136;475033003865665536;DB;NE;Jack Jones;0
ncaa;8396;5;137;546419078233067520;LB;NYG;Micah McFadden;0
ncaa;8394;5;138;448248446575439872;DB;WAS;Percy Butler;0
ncaa;8194;5;139;438928331006537728;RB;NYG;Jashaun Corbin;0
ncaa;8122;5;140;471514833125109760;RB;NYJ;Zonovan Knight;0
ncaa;8310;5;141;548017500283744256;DB;NYG;Cordale Flott;0
ncaa;8259;5;142;578250856315527168;K;LAR;Cameron Dicker;0
ncaa;8302;5;143;385289320053108736;DB;NO;Smoke Monday;0
ncaa;8295;5;144;426836322976534528;DL;CIN;Zachary Carter;0
ncaa;8292;5;145;540964688917606400;LB;NYG;Darrian Beavers;0
ncaa;8910;5;146;463903005305991168;DL;;Jayln Holmes;0
ncaa;8227;5;147;434382654784139264;TE;HOU;Teagan Quitoriano;0
